state,month,energySource,powerGenerated
WV,8,Wind,78342
WY,8,Coal,2395069
WY,8,Hydroelectric Conventional,77842
WY,8,Natural Gas,759115
WY,8,Other,40056
WY,8,Solar Thermal and Photovoltaic,55264
WY,8,Total,3868318
WY,8,Wind,540972
AK,9,Coal,71318
AK,9,Hydroelectric Conventional,106520
AK,9,Natural Gas,245751
AK,9,Other,67669
AK,9,Solar Thermal and Photovoltaic,1433
AK,9,Total,500092
AK,9,Wind,7401
AL,9,Coal,1541532
AL,9,Hydroelectric Conventional,670654
AL,9,Natural Gas,6244482
AL,9,Other,3336205
AL,9,Solar Thermal and Photovoltaic,98502
AL,9,Total,11891376
AR,9,Coal,1464844
AR,9,Hydroelectric Conventional,266283
AR,9,Natural Gas,1849763
AR,9,Other,1259370
AR,9,Solar Thermal and Photovoltaic,175965
AR,9,Total,5016225
AZ,9,Coal,949195
AZ,9,Hydroelectric Conventional,300677
AZ,9,Natural Gas,5514942
AZ,9,Other,2911874
AZ,9,Solar Thermal and Photovoltaic,1062900
AZ,9,Total,10924977
AZ,9,Wind,185389
CA,9,Coal,21473
CA,9,Hydroelectric Conventional,2575685
CA,9,Natural Gas,8349503
CA,9,Other,2798668
CA,9,Solar Thermal and Photovoltaic,4563668
CA,9,Total,19319827
CA,9,Wind,1010831
CO,9,Coal,1552922
CO,9,Hydroelectric Conventional,107873
CO,9,Natural Gas,1252067
CO,9,Other,7660
CO,9,Solar Thermal and Photovoltaic,468575
CO,9,Total,4810362
CO,9,Wind,1421265
CT,9,Coal,0
CT,9,Hydroelectric Conventional,33236
CT,9,Natural Gas,2332775
CT,9,Other,1163817
CT,9,Solar Thermal and Photovoltaic,45113
CT,9,Total,3575407
CT,9,Wind,467
DC,9,Natural Gas,10549
DC,9,Other,4313
DC,9,Solar Thermal and Photovoltaic,4659
DC,9,Total,19521
DE,9,Coal,-2114
DE,9,Natural Gas,332655
DE,9,Other,20485
DE,9,Solar Thermal and Photovoltaic,14445
DE,9,Total,365856
DE,9,Wind,385
FL,9,Coal,910940
FL,9,Hydroelectric Conventional,15851
FL,9,Natural Gas,20497680
FL,9,Other,2395212
FL,9,Solar Thermal and Photovoltaic,1417385
FL,9,Total,25237067
GA,9,Coal,1480006
GA,9,Hydroelectric Conventional,280733
GA,9,Natural Gas,4981081
GA,9,Other,3697939
GA,9,Solar Thermal and Photovoltaic,623693
GA,9,Total,11063453
HI,9,Hydroelectric Conventional,7531
HI,9,Other,666151
HI,9,Solar Thermal and Photovoltaic,71965
HI,9,Total,794847
HI,9,Wind,49200
IA,9,Coal,1454994
IA,9,Hydroelectric Conventional,50129
IA,9,Natural Gas,874369
IA,9,Other,25742
IA,9,Solar Thermal and Photovoltaic,65281
IA,9,Total,5456196
IA,9,Wind,2985681
ID,9,Coal,0
ID,9,Hydroelectric Conventional,500758
ID,9,Natural Gas,536321
ID,9,Other,46275
ID,9,Solar Thermal and Photovoltaic,101865
ID,9,Total,1371339
ID,9,Wind,186120
IL,9,Coal,2361536
IL,9,Hydroelectric Conventional,5412
IL,9,Natural Gas,3133808
IL,9,Other,7714981
IL,9,Solar Thermal and Photovoltaic,238643
IL,9,Total,14691442
IL,9,Wind,1237063
IN,9,Coal,2873553
IN,9,Hydroelectric Conventional,33723
IN,9,Natural Gas,2821220
IN,9,Other,172774
IN,9,Solar Thermal and Photovoltaic,324214
IN,9,Total,6711879
IN,9,Wind,486395
KS,9,Coal,1577441
KS,9,Hydroelectric Conventional,859
KS,9,Natural Gas,519016
KS,9,Other,880477
KS,9,Solar Thermal and Photovoltaic,8681
KS,9,Total,5186056
KS,9,Wind,2199584
KY,9,Coal,3224488
KY,9,Hydroelectric Conventional,284037
KY,9,Natural Gas,1822052
KY,9,Other,39910
KY,9,Solar Thermal and Photovoltaic,24840
KY,9,Total,5395328
LA,9,Coal,375661
LA,9,Hydroelectric Conventional,53932
LA,9,Natural Gas,6293795
LA,9,Other,1697227
LA,9,Solar Thermal and Photovoltaic,145040
LA,9,Total,8565655
MA,9,Coal,0
MA,9,Hydroelectric Conventional,89308
MA,9,Natural Gas,912736
MA,9,Other,129404
MA,9,Solar Thermal and Photovoltaic,196847
MA,9,Total,1338320
MA,9,Wind,10026
MD,9,Coal,118136
MD,9,Hydroelectric Conventional,51986
MD,9,Natural Gas,1081292
MD,9,Other,1314302
MD,9,Solar Thermal and Photovoltaic,95527
MD,9,Total,2702094
MD,9,Wind,40851
ME,9,Coal,2634
ME,9,Hydroelectric Conventional,264313
ME,9,Natural Gas,432437
ME,9,Other,140834
ME,9,Solar Thermal and Photovoltaic,111217
ME,9,Total,1108102
ME,9,Wind,156667
MI,9,Coal,2559397
MI,9,Hydroelectric Conventional,81996
MI,9,Natural Gas,4752732
MI,9,Other,2643751
MI,9,Solar Thermal and Photovoltaic,188624
MI,9,Total,10775970
MI,9,Wind,549471
MN,9,Coal,876821
MN,9,Hydroelectric Conventional,45560
MN,9,Natural Gas,1093599
MN,9,Other,1218552
MN,9,Solar Thermal and Photovoltaic,216016
MN,9,Total,4560744
MN,9,Wind,1110195
MO,9,Coal,3223508
MO,9,Hydroelectric Conventional,77385
MO,9,Natural Gas,878589
MO,9,Other,877871
MO,9,Solar Thermal and Photovoltaic,15858
MO,9,Total,5485897
MO,9,Wind,412686
MS,9,Coal,433306
MS,9,Natural Gas,4957604
MS,9,Other,1122051
MS,9,Solar Thermal and Photovoltaic,156172
MS,9,Total,6700500
MS,9,Wind,31367
MT,9,Coal,1003804
MT,9,Hydroelectric Conventional,523671
MT,9,Natural Gas,92182
MT,9,Other,52202
MT,9,Solar Thermal and Photovoltaic,36388
MT,9,Total,2153912
MT,9,Wind,445665
NC,9,Coal,761494
NC,9,Hydroelectric Conventional,363259
NC,9,Natural Gas,5179204
NC,9,Other,3266034
NC,9,Solar Thermal and Photovoltaic,1011565
NC,9,Total,10617073
NC,9,Wind,35517
ND,9,Coal,1675433
ND,9,Hydroelectric Conventional,125611
ND,9,Natural Gas,249526
ND,9,Other,9080
ND,9,Total,3246224
ND,9,Wind,1186574
NE,9,Coal,1635115
NE,9,Hydroelectric Conventional,68217
NE,9,Natural Gas,135551
NE,9,Other,472943
NE,9,Solar Thermal and Photovoltaic,22303
NE,9,Total,3346933
NE,9,Wind,1012804
NH,9,Coal,0
NH,9,Hydroelectric Conventional,124903
NH,9,Natural Gas,610018
NH,9,Other,971288
NH,9,Solar Thermal and Photovoltaic,309
NH,9,Total,1729376
NH,9,Wind,22858
NJ,9,Coal,0
NJ,9,Hydroelectric Conventional,0
NJ,9,Natural Gas,2144883
NJ,9,Other,2556948
NJ,9,Solar Thermal and Photovoltaic,155325
NJ,9,Total,4858391
NJ,9,Wind,1234
NM,9,Coal,797003
NM,9,Hydroelectric Conventional,11632
NM,9,Natural Gas,924338
NM,9,Other,-413
NM,9,Solar Thermal and Photovoltaic,413155
NM,9,Total,3109696
NM,9,Wind,963981
NV,9,Coal,201528
NV,9,Hydroelectric Conventional,89732
NV,9,Natural Gas,2280187
NV,9,Other,301571
NV,9,Solar Thermal and Photovoltaic,1224588
NV,9,Total,4117405
NV,9,Wind,19798
NY,9,Coal,0
NY,9,Hydroelectric Conventional,2131184
NY,9,Natural Gas,5485431
NY,9,Other,1972689
NY,9,Solar Thermal and Photovoltaic,317723
NY,9,Total,10264507
NY,9,Wind,357480
OH,9,Coal,2015329
OH,9,Hydroelectric Conventional,37615
OH,9,Natural Gas,7573127
OH,9,Other,1713256
OH,9,Solar Thermal and Photovoltaic,424721
OH,9,Total,11906382
OH,9,Wind,142335
OK,9,Coal,565710
OK,9,Hydroelectric Conventional,134674
OK,9,Natural Gas,4223532
OK,9,Other,22037
OK,9,Solar Thermal and Photovoltaic,37336
OK,9,Total,7308700
OK,9,Wind,2325410
OR,9,Hydroelectric Conventional,1630928
OR,9,Natural Gas,2168948
OR,9,Other,88847
OR,9,Solar Thermal and Photovoltaic,195163
OR,9,Total,4843169
OR,9,Wind,759282
PA,9,Coal,242658
PA,9,Hydroelectric Conventional,221264
PA,9,Natural Gas,12110717
PA,9,Other,6428591
PA,9,Solar Thermal and Photovoltaic,107817
PA,9,Total,19338139
PA,9,Wind,227092
RI,9,Coal,0
RI,9,Hydroelectric Conventional,838
RI,9,Natural Gas,732378
RI,9,Other,20265
RI,9,Solar Thermal and Photovoltaic,56280
RI,9,Total,819947
RI,9,Wind,10186
SC,9,Coal,1336489
SC,9,Hydroelectric Conventional,214136
SC,9,Natural Gas,2078709
SC,9,Other,4499319
SC,9,Solar Thermal and Photovoltaic,224814
SC,9,Total,8353468
SD,9,Coal,107117
SD,9,Hydroelectric Conventional,258648
SD,9,Natural Gas,156341
SD,9,Other,2407
SD,9,Solar Thermal and Photovoltaic,45614
SD,9,Total,1491015
SD,9,Wind,920888
TN,9,Coal,1498342
TN,9,Hydroelectric Conventional,625086
TN,9,Natural Gas,1659292
TN,9,Other,2350475
TN,9,Solar Thermal and Photovoltaic,85295
TN,9,Total,6219093
TN,9,Wind,602
TX,9,Coal,6676845
TX,9,Hydroelectric Conventional,87735
TX,9,Natural Gas,28574888
TX,9,Other,3838820
TX,9,Solar Thermal and Photovoltaic,3964516
TX,9,Total,50206279
TX,9,Wind,7063475
UT,9,Coal,1759661
UT,9,Hydroelectric Conventional,46680
UT,9,Natural Gas,940534
UT,9,Other,53724
UT,9,Solar Thermal and Photovoltaic,473457
UT,9,Total,3322912
UT,9,Wind,48856
VA,9,Coal,58913
VA,9,Hydroelectric Conventional,117241
VA,9,Natural Gas,5570593
VA,9,Other,2772686
VA,9,Solar Thermal and Photovoltaic,566522
VA,9,Total,9089811
VA,9,Wind,3855
VT,9,Hydroelectric Conventional,108606
VT,9,Natural Gas,6
VT,9,Other,48827
VT,9,Solar Thermal and Photovoltaic,21603
VT,9,Total,201044
VT,9,Wind,22001
WA,9,Coal,273847
WA,9,Hydroelectric Conventional,3553014
WA,9,Natural Gas,1663503
WA,9,Other,924256
WA,9,Solar Thermal and Photovoltaic,43009
WA,9,Total,7015970
WA,9,Wind,558342
WI,9,Coal,1887320
WI,9,Hydroelectric Conventional,117700
WI,9,Natural Gas,2204345
WI,9,Other,912123
WI,9,Solar Thermal and Photovoltaic,324932
WI,9,Total,5557260
WI,9,Wind,110841
WV,9,Coal,2971491
WV,9,Hydroelectric Conventional,112988
WV,9,Natural Gas,356067
WV,9,Other,10919
WV,9,Solar Thermal and Photovoltaic,21436
WV,9,Total,3592694
WV,9,Wind,119792
WY,9,Coal,2088417
WY,9,Hydroelectric Conventional,55955
WY,9,Natural Gas,558321
WY,9,Other,20374
WY,9,Solar Thermal and Photovoltaic,52857
WY,9,Total,3331216
WY,9,Wind,555293
AK,10,Coal,49178
AK,10,Hydroelectric Conventional,105722
AK,10,Natural Gas,164825
AK,10,Other,89404
AK,10,Solar Thermal and Photovoltaic,1340
AK,10,Total,420921
AK,10,Wind,10454
AL,10,Coal,1914275
AL,10,Hydroelectric Conventional,733729
AL,10,Natural Gas,4238158
AL,10,Other,4053278
AL,10,Solar Thermal and Photovoltaic,120493
AL,10,Total,11059931
AR,10,Coal,1294268
AR,10,Hydroelectric Conventional,244128
AR,10,Natural Gas,1785263
AR,10,Other,737510
AR,10,Solar Thermal and Photovoltaic,273787
AR,10,Total,4334955
AZ,10,Coal,786007
AZ,10,Hydroelectric Conventional,313180
AZ,10,Natural Gas,5657492
AZ,10,Other,2116110
AZ,10,Solar Thermal and Photovoltaic,938798
AZ,10,Total,10004890
AZ,10,Wind,193302
CA,10,Coal,15333
CA,10,Hydroelectric Conventional,1535913
CA,10,Natural Gas,8605893
CA,10,Other,2854431
CA,10,Solar Thermal and Photovoltaic,3870279
CA,10,Total,18026359
CA,10,Wind,1144512
CO,10,Coal,1354769
CO,10,Hydroelectric Conventional,95650
CO,10,Natural Gas,1055204
CO,10,Other,9551
CO,10,Solar Thermal and Photovoltaic,382678
CO,10,Total,4479372
CO,10,Wind,1581520
CT,10,Coal,0
CT,10,Hydroelectric Conventional,33807
CT,10,Natural Gas,2208460
CT,10,Other,1063756
CT,10,Solar Thermal and Photovoltaic,43965
CT,10,Total,3350865
CT,10,Wind,876
DC,10,Natural Gas,5574
DC,10,Other,4887
DC,10,Solar Thermal and Photovoltaic,4427
DC,10,Total,14888
DE,10,Coal,-1936
DE,10,Natural Gas,433807
DE,10,Other,22340
DE,10,Solar Thermal and Photovoltaic,15234
DE,10,Total,469845
DE,10,Wind,400
FL,10,Coal,286906
FL,10,Hydroelectric Conventional,16758
FL,10,Natural Gas,17568829
FL,10,Other,2151614
FL,10,Solar Thermal and Photovoltaic,1422641
FL,10,Total,21446747
GA,10,Coal,1050599
GA,10,Hydroelectric Conventional,236121
GA,10,Natural Gas,4549958
GA,10,Other,4308084
GA,10,Solar Thermal and Photovoltaic,779464
GA,10,Total,10924228
HI,10,Hydroelectric Conventional,6412
HI,10,Other,709289
HI,10,Solar Thermal and Photovoltaic,70359
HI,10,Total,836189
HI,10,Wind,50128
IA,10,Coal,1076949
IA,10,Hydroelectric Conventional,46122
IA,10,Natural Gas,484761
IA,10,Other,21155
IA,10,Solar Thermal and Photovoltaic,61773
IA,10,Total,6233699
IA,10,Wind,4542939
ID,10,Coal,0
ID,10,Hydroelectric Conventional,507743
ID,10,Natural Gas,304558
ID,10,Other,50683
ID,10,Solar Thermal and Photovoltaic,82979
ID,10,Total,1198055
ID,10,Wind,252092
IL,10,Coal,1904471
IL,10,Hydroelectric Conventional,5463
IL,10,Natural Gas,2971605
IL,10,Other,7928635
IL,10,Solar Thermal and Photovoltaic,244026
IL,10,Total,15274203
IL,10,Wind,2220003
IN,10,Coal,2293220
IN,10,Hydroelectric Conventional,34706
IN,10,Natural Gas,3398781
IN,10,Other,99352
IN,10,Solar Thermal and Photovoltaic,314782
IN,10,Total,6946259
IN,10,Wind,805418
KS,10,Coal,547179
KS,10,Hydroelectric Conventional,1187
KS,10,Natural Gas,386240
KS,10,Other,900012
KS,10,Solar Thermal and Photovoltaic,6434
KS,10,Total,4708452
KS,10,Wind,2867399
KY,10,Coal,2978069
KY,10,Hydroelectric Conventional,305253
KY,10,Natural Gas,1041495
KY,10,Other,33639
KY,10,Solar Thermal and Photovoltaic,26135
KY,10,Total,4384592
LA,10,Coal,159259
LA,10,Hydroelectric Conventional,54234
LA,10,Natural Gas,5857818
LA,10,Other,1782130
LA,10,Solar Thermal and Photovoltaic,155989
LA,10,Total,8009429
MA,10,Coal,0
MA,10,Hydroelectric Conventional,93706
MA,10,Natural Gas,1166247
MA,10,Other,118464
MA,10,Solar Thermal and Photovoltaic,190095
MA,10,Total,1584855
MA,10,Wind,16343
MD,10,Coal,168207
MD,10,Hydroelectric Conventional,42813
MD,10,Natural Gas,1543718
MD,10,Other,1300941
MD,10,Solar Thermal and Photovoltaic,97899
MD,10,Total,3192460
MD,10,Wind,38882
ME,10,Coal,2383
ME,10,Hydroelectric Conventional,281743
ME,10,Natural Gas,295169
ME,10,Other,147828
ME,10,Solar Thermal and Photovoltaic,101153
ME,10,Total,1095540
ME,10,Wind,267264
MI,10,Coal,2582214
MI,10,Hydroelectric Conventional,81050
MI,10,Natural Gas,3365808
MI,10,Other,2855329
MI,10,Solar Thermal and Photovoltaic,173968
MI,10,Total,10013778
MI,10,Wind,955409
MN,10,Coal,500925
MN,10,Hydroelectric Conventional,43806
MN,10,Natural Gas,842077
MN,10,Other,975467
MN,10,Solar Thermal and Photovoltaic,193220
MN,10,Total,3956720
MN,10,Wind,1401225
MO,10,Coal,2755531
MO,10,Hydroelectric Conventional,63493
MO,10,Natural Gas,733978
MO,10,Other,906532
MO,10,Solar Thermal and Photovoltaic,22207
MO,10,Total,5098920
MO,10,Wind,617178
MS,10,Coal,117961
MS,10,Natural Gas,4092779
MS,10,Other,1154299
MS,10,Solar Thermal and Photovoltaic,201472
MS,10,Total,5604752
MS,10,Wind,38240
MT,10,Coal,945737
MT,10,Hydroelectric Conventional,527221
MT,10,Natural Gas,92234
MT,10,Other,24593
MT,10,Solar Thermal and Photovoltaic,27477
MT,10,Total,2084270
MT,10,Wind,467008
NC,10,Coal,515428
NC,10,Hydroelectric Conventional,356980
NC,10,Natural Gas,4447919
NC,10,Other,3712209
NC,10,Solar Thermal and Photovoltaic,1063521
NC,10,Total,10128324
NC,10,Wind,32268
ND,10,Coal,1719003
ND,10,Hydroelectric Conventional,125074
ND,10,Natural Gas,185509
ND,10,Other,8885
ND,10,Total,3392026
ND,10,Wind,1353555
NE,10,Coal,1305294
NE,10,Hydroelectric Conventional,68251
NE,10,Natural Gas,102486
NE,10,Other,9959
NE,10,Solar Thermal and Photovoltaic,19574
NE,10,Total,2706079
NE,10,Wind,1200515
NH,10,Coal,0
NH,10,Hydroelectric Conventional,121068
NH,10,Natural Gas,723939
NH,10,Other,181474
NH,10,Solar Thermal and Photovoltaic,304
NH,10,Total,1071160
NH,10,Wind,44375
NJ,10,Coal,0
NJ,10,Hydroelectric Conventional,0
NJ,10,Natural Gas,2665181
NJ,10,Other,1963756
NJ,10,Solar Thermal and Photovoltaic,153284
NJ,10,Total,4783534
NJ,10,Wind,1312
NM,10,Coal,583793
NM,10,Hydroelectric Conventional,12268
NM,10,Natural Gas,739115
NM,10,Other,-2104
NM,10,Solar Thermal and Photovoltaic,399890
NM,10,Total,3022755
NM,10,Wind,1289793
NV,10,Coal,164892
NV,10,Hydroelectric Conventional,145375
NV,10,Natural Gas,2205957
NV,10,Other,261421
NV,10,Solar Thermal and Photovoltaic,1059421
NV,10,Total,3862526
NV,10,Wind,25460
NY,10,Coal,0
NY,10,Hydroelectric Conventional,2142152
NY,10,Natural Gas,4706868
NY,10,Other,2432326
NY,10,Solar Thermal and Photovoltaic,308874
NY,10,Total,10124926
NY,10,Wind,534705
OH,10,Coal,2389387
OH,10,Hydroelectric Conventional,38162
OH,10,Natural Gas,5352932
OH,10,Other,1677563
OH,10,Solar Thermal and Photovoltaic,418573
OH,10,Total,10092641
OH,10,Wind,216023
OK,10,Coal,704157
OK,10,Hydroelectric Conventional,116958
OK,10,Natural Gas,3135399
OK,10,Other,28921
OK,10,Solar Thermal and Photovoltaic,33812
OK,10,Total,7374273
OK,10,Wind,3355027
OR,10,Hydroelectric Conventional,1656484
OR,10,Natural Gas,1961310
OR,10,Other,83672
OR,10,Solar Thermal and Photovoltaic,159448
OR,10,Total,4548641
OR,10,Wind,687727
PA,10,Coal,576378
PA,10,Hydroelectric Conventional,209688
PA,10,Natural Gas,9767885
PA,10,Other,6110342
PA,10,Solar Thermal and Photovoltaic,108711
PA,10,Total,17079262
PA,10,Wind,306258
RI,10,Coal,0
RI,10,Hydroelectric Conventional,313
RI,10,Natural Gas,808819
RI,10,Other,15005
RI,10,Solar Thermal and Photovoltaic,52605
RI,10,Total,889285
RI,10,Wind,12544
SC,10,Coal,1304446
SC,10,Hydroelectric Conventional,179609
SC,10,Natural Gas,2246022
SC,10,Other,3238984
SC,10,Solar Thermal and Photovoltaic,250351
SC,10,Total,7219413
SD,10,Coal,32161
SD,10,Hydroelectric Conventional,268697
SD,10,Natural Gas,129134
SD,10,Other,2561
SD,10,Solar Thermal and Photovoltaic,30657
SD,10,Total,1580229
SD,10,Wind,1117018
TN,10,Coal,1140068
TN,10,Hydroelectric Conventional,610925
TN,10,Natural Gas,1029633
TN,10,Other,1940349
TN,10,Solar Thermal and Photovoltaic,102945
TN,10,Total,4825030
TN,10,Wind,1110
TX,10,Coal,5662682
TX,10,Hydroelectric Conventional,64768
TX,10,Natural Gas,24497553
TX,10,Other,2801266
TX,10,Solar Thermal and Photovoltaic,4092657
TX,10,Total,47671691
TX,10,Wind,10552764
UT,10,Coal,1892280
UT,10,Hydroelectric Conventional,47812
UT,10,Natural Gas,1007335
UT,10,Other,51182
UT,10,Solar Thermal and Photovoltaic,392971
UT,10,Total,3453259
UT,10,Wind,61679
VA,10,Coal,207604
VA,10,Hydroelectric Conventional,98144
VA,10,Natural Gas,3844519
VA,10,Other,2792776
VA,10,Solar Thermal and Photovoltaic,666320
VA,10,Total,7612763
VA,10,Wind,3400
VT,10,Hydroelectric Conventional,113074
VT,10,Natural Gas,23
VT,10,Other,18058
VT,10,Solar Thermal and Photovoltaic,19664
VT,10,Total,187302
VT,10,Wind,36483
WA,10,Coal,383589
WA,10,Hydroelectric Conventional,3748998
WA,10,Natural Gas,1388572
WA,10,Other,973512
WA,10,Solar Thermal and Photovoltaic,32157
WA,10,Total,7245116
WA,10,Wind,718288
WI,10,Coal,1466420
WI,10,Hydroelectric Conventional,114857
WI,10,Natural Gas,1697667
WI,10,Other,645651
WI,10,Solar Thermal and Photovoltaic,275239
WI,10,Total,4417936
WI,10,Wind,218101
WV,10,Coal,2093484
WV,10,Hydroelectric Conventional,115622
WV,10,Natural Gas,426176
WV,10,Other,18603
WV,10,Solar Thermal and Photovoltaic,21718
WV,10,Total,2825254
WV,10,Wind,149651
WY,10,Coal,2034766
WY,10,Hydroelectric Conventional,56117
WY,10,Natural Gas,427060
WY,10,Other,28398
WY,10,Solar Thermal and Photovoltaic,39036
WY,10,Total,3250553
WY,10,Wind,665177
AK,11,Coal,56076
AK,11,Hydroelectric Conventional,156213
AK,11,Natural Gas,216090
AK,11,Other,82695
AK,11,Solar Thermal and Photovoltaic,912
AK,11,Total,524028
AK,11,Wind,12043
AL,11,Coal,1452190
AL,11,Hydroelectric Conventional,589740
AL,11,Natural Gas,5103974
AL,11,Other,4294352
AL,11,Solar Thermal and Photovoltaic,67528
AL,11,Total,11507784
AR,11,Coal,615057
AR,11,Hydroelectric Conventional,224309
AR,11,Natural Gas,1645499
AR,11,Other,1413274
AR,11,Solar Thermal and Photovoltaic,184927
AR,11,Total,4083066
AZ,11,Coal,634240
AZ,11,Hydroelectric Conventional,341642
AZ,11,Natural Gas,3978763
AZ,11,Other,2487080
AZ,11,Solar Thermal and Photovoltaic,716294
AZ,11,Total,8404148
AZ,11,Wind,246130
CA,11,Coal,22487
CA,11,Hydroelectric Conventional,1208364
CA,11,Natural Gas,6945446
CA,11,Other,2915364
CA,11,Solar Thermal and Photovoltaic,2842888
CA,11,Total,15101323
CA,11,Wind,1166772
CO,11,Coal,1305937
CO,11,Hydroelectric Conventional,126500
CO,11,Natural Gas,1441333
CO,11,Other,7411
CO,11,Solar Thermal and Photovoltaic,271985
CO,11,Total,4624234
CO,11,Wind,1471069
CT,11,Coal,0
CT,11,Hydroelectric Conventional,32991
CT,11,Natural Gas,2354932
CT,11,Other,1418977
CT,11,Solar Thermal and Photovoltaic,30535
CT,11,Total,3838364
CT,11,Wind,927
DC,11,Natural Gas,9314
DC,11,Other,4373
DC,11,Solar Thermal and Photovoltaic,2986
DC,11,Total,16673
DE,11,Coal,6897
DE,11,Natural Gas,253091
DE,11,Other,18826
DE,11,Solar Thermal and Photovoltaic,10031
DE,11,Total,289300
DE,11,Wind,454
FL,11,Coal,359339
FL,11,Hydroelectric Conventional,16467
FL,11,Natural Gas,15305851
FL,11,Other,2746193
FL,11,Solar Thermal and Photovoltaic,1309665
FL,11,Total,19737515
GA,11,Coal,888946
GA,11,Hydroelectric Conventional,211833
GA,11,Natural Gas,4278289
GA,11,Other,4116046
GA,11,Solar Thermal and Photovoltaic,520465
GA,11,Total,10015579
HI,11,Hydroelectric Conventional,10832
HI,11,Other,637988
HI,11,Solar Thermal and Photovoltaic,56013
HI,11,Total,758007
HI,11,Wind,53175
IA,11,Coal,1349660
IA,11,Hydroelectric Conventional,78097
IA,11,Natural Gas,554073
IA,11,Other,16780
IA,11,Solar Thermal and Photovoltaic,39499
IA,11,Total,6079807
IA,11,Wind,4041699
ID,11,Coal,0
ID,11,Hydroelectric Conventional,713799
ID,11,Natural Gas,491699
ID,11,Other,51334
ID,11,Solar Thermal and Photovoltaic,48878
ID,11,Total,1588201
ID,11,Wind,282491
IL,11,Coal,1673975
IL,11,Hydroelectric Conventional,5981
IL,11,Natural Gas,1785703
IL,11,Other,8258809
IL,11,Solar Thermal and Photovoltaic,191595
IL,11,Total,14379093
IL,11,Wind,2463032
IN,11,Coal,3161509
IN,11,Hydroelectric Conventional,33713
IN,11,Natural Gas,2817422
IN,11,Other,180049
IN,11,Solar Thermal and Photovoltaic,153614
IN,11,Total,7339887
IN,11,Wind,993580
KS,11,Coal,676762
KS,11,Hydroelectric Conventional,681
KS,11,Natural Gas,425476
KS,11,Other,896043
KS,11,Solar Thermal and Photovoltaic,4312
KS,11,Total,4675428
KS,11,Wind,2672154
KY,11,Coal,2942711
KY,11,Hydroelectric Conventional,311371
KY,11,Natural Gas,1093796
KY,11,Other,42034
KY,11,Solar Thermal and Photovoltaic,12876
KY,11,Total,4402788
LA,11,Coal,223258
LA,11,Hydroelectric Conventional,52143
LA,11,Natural Gas,5742084
LA,11,Other,1770566
LA,11,Solar Thermal and Photovoltaic,114722
LA,11,Total,7902772
MA,11,Coal,0
MA,11,Hydroelectric Conventional,91466
MA,11,Natural Gas,1443484
MA,11,Other,101645
MA,11,Solar Thermal and Photovoltaic,127361
MA,11,Total,1786471
MA,11,Wind,22514
MD,11,Coal,51626
MD,11,Hydroelectric Conventional,38885
MD,11,Natural Gas,792055
MD,11,Other,1348507
MD,11,Solar Thermal and Photovoltaic,64952
MD,11,Total,2366363
MD,11,Wind,70338
ME,11,Coal,2077
ME,11,Hydroelectric Conventional,279513
ME,11,Natural Gas,253715
ME,11,Other,149938
ME,11,Solar Thermal and Photovoltaic,67089
ME,11,Total,1083070
ME,11,Wind,330738
MI,11,Coal,1880512
MI,11,Hydroelectric Conventional,121472
MI,11,Natural Gas,4109647
MI,11,Other,2715316
MI,11,Solar Thermal and Photovoltaic,92509
MI,11,Total,9896665
MI,11,Wind,977211
MN,11,Coal,801894
MN,11,Hydroelectric Conventional,63702
MN,11,Natural Gas,1183751
MN,11,Other,880197
MN,11,Solar Thermal and Photovoltaic,139191
MN,11,Total,4388773
MN,11,Wind,1320039
MO,11,Coal,2181995
MO,11,Hydroelectric Conventional,54304
MO,11,Natural Gas,524465
MO,11,Other,903206
MO,11,Solar Thermal and Photovoltaic,13071
MO,11,Total,4227363
MO,11,Wind,550322
MS,11,Coal,276202
MS,11,Natural Gas,4023136
MS,11,Other,685463
MS,11,Solar Thermal and Photovoltaic,122452
MS,11,Total,5157159
MS,11,Wind,49906
MT,11,Coal,877368
MT,11,Hydroelectric Conventional,753843
MT,11,Natural Gas,108686
MT,11,Other,50039
MT,11,Solar Thermal and Photovoltaic,15471
MT,11,Total,2393389
MT,11,Wind,587982
NC,11,Coal,943838
NC,11,Hydroelectric Conventional,293286
NC,11,Natural Gas,4145982
NC,11,Other,3945206
NC,11,Solar Thermal and Photovoltaic,714393
NC,11,Total,10090278
NC,11,Wind,47573
ND,11,Coal,2014609
ND,11,Hydroelectric Conventional,183446
ND,11,Natural Gas,219160
ND,11,Other,7532
ND,11,Total,3742830
ND,11,Wind,1318083
NE,11,Coal,1220633
NE,11,Hydroelectric Conventional,99020
NE,11,Natural Gas,73484
NE,11,Other,494539
NE,11,Solar Thermal and Photovoltaic,10336
NE,11,Total,2941930
NE,11,Wind,1043918
NH,11,Coal,22389
NH,11,Hydroelectric Conventional,114436
NH,11,Natural Gas,12651
NH,11,Other,590987
NH,11,Solar Thermal and Photovoltaic,199
NH,11,Total,799842
NH,11,Wind,59179
NJ,11,Coal,0
NJ,11,Hydroelectric Conventional,0
NJ,11,Natural Gas,2405689
NJ,11,Other,1861159
NJ,11,Solar Thermal and Photovoltaic,100639
NJ,11,Total,4369292
NJ,11,Wind,1805
NM,11,Coal,432037
NM,11,Hydroelectric Conventional,15796
NM,11,Natural Gas,579276
NM,11,Other,1342
NM,11,Solar Thermal and Photovoltaic,352229
NM,11,Total,2803960
NM,11,Wind,1423279
NV,11,Coal,178098
